#YYYY MM DD HH MM P(mm) PET(mm)
2009  9  8  5 30 0.00000 0.00000
2009  9  8  5 45 0.00000 0.00000
2009  9  8  6  0 0.00000 0.00000
2009  9  8  6 15 0.00000 0.00000
2009  9  8  6 30 0.00000 0.00000
2009  9  8  6 45 0.00000 0.00000
2009  9  8  7  0 0.00000 0.00000
2009  9  8  7 15 0.28302 0.00000
2009  9  8  7 30 0.05660 0.00000
2009  9  8  7 45 0.00000 0.00000
2009  9  8  8  0 0.00000 0.00000
2009  9  8  8 15 0.00000 0.00000
2009  9  8  8 30 0.00000 0.00000
2009  9  8  8 45 0.00000 0.00000
2009  9  8  9  0 0.00000 0.00000
2009  9  8  9 15 0.00000 0.00000
2009  9  8  9 30 0.00000 0.00000
2009  9  8  9 45 0.00000 0.00000
2009  9  8 10  0 0.00000 0.00000
2009  9  8 10 15 0.00000 0.00000
2009  9  8 10 30 0.00000 0.00000
2009  9  8 10 45 0.00000 0.00000
2009  9  8 11  0 0.00000 0.00000
2009  9  8 11 15 0.00000 0.00000
2009  9  8 11 30 0.00000 0.00000
2009  9  8 11 45 0.00000 0.00000
2009  9  8 12  0 0.00000 0.00233
2009  9  8 12 15 0.00000 0.00465
2009  9  8 12 30 0.00000 0.00697
2009  9  8 12 45 0.00000 0.00930
2009  9  8 13  0 0.00000 0.01632
2009  9  8 13 15 0.00000 0.02335
2009  9  8 13 30 0.00000 0.03038
2009  9  8 13 45 0.00000 0.03740
2009  9  8 14  0 0.00000 0.04321
2009  9  8 14 15 0.00000 0.04902
2009  9  8 14 30 0.00000 0.05482
2009  9  8 14 45 0.00000 0.06063
2009  9  8 15  0 0.00000 0.06181
2009  9  8 15 15 0.00000 0.06299
2009  9  8 15 30 0.00000 0.06417
2009  9  8 15 45 0.00000 0.06535
2009  9  8 16  0 0.00000 0.08033
2009  9  8 16 15 0.00000 0.09532
2009  9  8 16 30 0.00000 0.11031
2009  9  8 16 45 0.00000 0.12530
2009  9  8 17  0 0.00000 0.12547
2009  9  8 17 15 0.00000 0.12565
2009  9  8 17 30 0.00000 0.12583
2009  9  8 17 45 0.00000 0.12600
2009  9  8 18  0 0.00000 0.10868
2009  9  8 18 15 0.00000 0.09135
2009  9  8 18 30 0.00000 0.07402
2009  9  8 18 45 0.00000 0.05670
2009  9  8 19  0 0.00000 0.06229
2009  9  8 19 15 0.00000 0.06789
2009  9  8 19 30 0.00000 0.07349
2009  9  8 19 45 0.00000 0.07908
2009  9  8 20  0 0.00000 0.07879
2009  9  8 20 15 0.00000 0.07850
2009  9  8 20 30 0.00000 0.07821
2009  9  8 20 45 0.00000 0.07792
2009  9  8 21  0 0.00000 0.06350
2009  9  8 21 15 0.00000 0.04907
2009  9  8 21 30 0.00000 0.03464
2009  9  8 21 45 0.05660 0.02022
2009  9  8 22  0 0.90566 0.01655
2009  9  8 22 15 1.39623 0.01289
2009  9  8 22 30 1.24528 0.00922
2009  9  8 22 45 0.24528 0.00555
2009  9  8 23  0 0.05660 0.00583
2009  9  8 23 15 0.00000 0.00610
2009  9  8 23 30 0.00000 0.00637
2009  9  8 23 45 0.00000 0.00664
2009  9  9  0  0 0.00000 0.00507
2009  9  9  0 15 0.00000 0.00349
2009  9  9  0 30 0.00000 0.00191
2009  9  9  0 45 0.00000 0.00033
2009  9  9  1  0 0.00000 0.00025
2009  9  9  1 15 0.00000 0.00016
2009  9  9  1 30 0.00000 0.00008
2009  9  9  1 45 0.00000 0.00000
2009  9  9  2  0 0.00000 0.00000
2009  9  9  2 15 0.00000 0.00000
2009  9  9  2 30 0.00000 0.00000
2009  9  9  2 45 0.00000 0.00000
2009  9  9  3  0 0.00000 0.00000
2009  9  9  3 15 0.00000 0.00000
2009  9  9  3 30 0.00000 0.00000
2009  9  9  3 45 0.00000 0.00000
2009  9  9  4  0 0.00000 0.00000
2009  9  9  4 15 0.00000 0.00000
2009  9  9  4 30 0.00000 0.00000
2009  9  9  4 45 0.00000 0.00000
2009  9  9  5  0 0.00000 0.00000
2009  9  9  5 15 0.00000 0.00000
2009  9  9  5 30 0.00000 0.00000
2009  9  9  5 45 0.00000 0.00000
2009  9  9  6  0 0.00000 0.00000
2009  9  9  6 15 0.00000 0.00000
2009  9  9  6 30 0.00000 0.00000
2009  9  9  6 45 0.00000 0.00000
2009  9  9  7  0 0.00000 0.00000
2009  9  9  7 15 0.00000 0.00000
2009  9  9  7 30 0.00000 0.00000
2009  9  9  7 45 0.00000 0.00000
2009  9  9  8  0 0.00000 0.00000
2009  9  9  8 15 0.00000 0.00000
2009  9  9  8 30 0.00000 0.00000
2009  9  9  8 45 0.00000 0.00000
2009  9  9  9  0 0.00000 0.00000
2009  9  9  9 15 0.00000 0.00000
2009  9  9  9 30 0.00000 0.00000
2009  9  9  9 45 0.00000 0.00000
2009  9  9 10  0 0.00000 0.00000
2009  9  9 10 15 0.00000 0.00000
2009  9  9 10 30 0.05660 0.00000
2009  9  9 10 45 0.00000 0.00000
2009  9  9 11  0 0.00000 0.00000
2009  9  9 11 15 0.00000 0.00000
2009  9  9 11 30 0.00000 0.00000
2009  9  9 11 45 0.00000 0.00000
2009  9  9 12  0 0.00000 0.00079
2009  9  9 12 15 0.00000 0.00159
2009  9  9 12 30 0.00000 0.00238
2009  9  9 12 45 0.00000 0.00317
2009  9  9 13  0 0.00000 0.00524
2009  9  9 13 15 0.00000 0.00730
2009  9  9 13 30 0.00000 0.00937
2009  9  9 13 45 0.00000 0.01143
2009  9  9 14  0 0.00000 0.01836
2009  9  9 14 15 0.00000 0.02529
2009  9  9 14 30 0.00000 0.03221
2009  9  9 14 45 0.00000 0.03914
2009  9  9 15  0 0.00000 0.04190
2009  9  9 15 15 0.00000 0.04466
2009  9  9 15 30 0.00000 0.04741
2009  9  9 15 45 0.00000 0.05017
2009  9  9 16  0 0.00000 0.05247
2009  9  9 16 15 0.00000 0.05477
2009  9  9 16 30 0.00000 0.05706
2009  9  9 16 45 0.09434 0.05936
2009  9  9 17  0 0.00000 0.04985
2009  9  9 17 15 0.00000 0.04034
2009  9  9 17 30 0.00000 0.03083
2009  9  9 17 45 0.00000 0.02132
2009  9  9 18  0 0.00000 0.02557
2009  9  9 18 15 0.00000 0.02982
2009  9  9 18 30 0.00000 0.03407
2009  9  9 18 45 0.00000 0.03832
2009  9  9 19  0 0.00000 0.03533
2009  9  9 19 15 0.00000 0.03234
2009  9  9 19 30 0.00000 0.02936
2009  9  9 19 45 0.00000 0.02637
2009  9  9 20  0 0.00000 0.02217
2009  9  9 20 15 0.00000 0.01798
2009  9  9 20 30 0.00000 0.01378
2009  9  9 20 45 0.00000 0.00959
2009  9  9 21  0 0.00000 0.00914
2009  9  9 21 15 0.00000 0.00870
2009  9  9 21 30 0.00000 0.00825
2009  9  9 21 45 0.00000 0.00781
2009  9  9 22  0 0.00000 0.00823
2009  9  9 22 15 0.00000 0.00865
2009  9  9 22 30 0.00000 0.00907
2009  9  9 22 45 0.00000 0.00949
2009  9  9 23  0 0.00000 0.00834
2009  9  9 23 15 0.00000 0.00719
2009  9  9 23 30 0.00000 0.00604
2009  9  9 23 45 0.00000 0.00489
2009  9 10  0  0 0.00000 0.00376
2009  9 10  0 15 0.00000 0.00262
2009  9 10  0 30 0.00000 0.00149
2009  9 10  0 45 0.00000 0.00035
2009  9 10  1  0 0.00000 0.00026
2009  9 10  1 15 0.00000 0.00018
2009  9 10  1 30 0.00000 0.00009
2009  9 10  1 45 0.00000 0.00000
2009  9 10  2  0 0.00000 0.00000
2009  9 10  2 15 0.00000 0.00000
2009  9 10  2 30 0.00000 0.00000
2009  9 10  2 45 0.00000 0.00000
2009  9 10  3  0 0.00000 0.00000
2009  9 10  3 15 0.00000 0.00000
2009  9 10  3 30 0.00000 0.00000
2009  9 10  3 45 0.00000 0.00000
2009  9 10  4  0 0.00000 0.00000
2009  9 10  4 15 0.00000 0.00000
2009  9 10  4 30 0.00000 0.00000
2009  9 10  4 45 0.00000 0.00000
2009  9 10  5  0 0.00000 0.00000
2009  9 10  5 15 0.00000 0.00000
2009  9 10  5 30 0.00000 0.00000
2009  9 10  5 45 0.00000 0.00000
2009  9 10  6  0 0.00000 0.00000
2009  9 10  6 15 0.00000 0.00000
2009  9 10  6 30 0.00000 0.00000
2009  9 10  6 45 0.00000 0.00000
2009  9 10  7  0 0.00000 0.00000
2009  9 10  7 15 0.00000 0.00000
2009  9 10  7 30 0.00000 0.00000
2009  9 10  7 45 0.00000 0.00000
2009  9 10  8  0 0.00000 0.00000
2009  9 10  8 15 0.00000 0.00000
2009  9 10  8 30 0.00000 0.00000
2009  9 10  8 45 0.00000 0.00000
2009  9 10  9  0 0.00000 0.00000
2009  9 10  9 15 0.00000 0.00000
2009  9 10  9 30 0.00000 0.00000
2009  9 10  9 45 0.00000 0.00000
2009  9 10 10  0 0.00000 0.00000
2009  9 10 10 15 0.00000 0.00000
2009  9 10 10 30 0.00000 0.00000
2009  9 10 10 45 0.00000 0.00000
2009  9 10 11  0 0.00000 0.00000
2009  9 10 11 15 0.00000 0.00000
2009  9 10 11 30 0.00000 0.00000
2009  9 10 11 45 0.00000 0.00000
2009  9 10 12  0 0.00000 0.00157
2009  9 10 12 15 0.00000 0.00313
2009  9 10 12 30 0.00000 0.00470
2009  9 10 12 45 0.00000 0.00626
2009  9 10 13  0 0.00000 0.01832
2009  9 10 13 15 0.00000 0.03037
2009  9 10 13 30 0.00000 0.04243
2009  9 10 13 45 0.00000 0.05449
2009  9 10 14  0 0.00000 0.05559
2009  9 10 14 15 0.00000 0.05669
2009  9 10 14 30 0.00000 0.05779
2009  9 10 14 45 0.00000 0.05889
2009  9 10 15  0 0.00000 0.06040
2009  9 10 15 15 0.00000 0.06191
2009  9 10 15 30 0.00000 0.06343
2009  9 10 15 45 0.00000 0.06494
2009  9 10 16  0 0.00000 0.06922
2009  9 10 16 15 0.00000 0.07351
2009  9 10 16 30 0.00000 0.07779
2009  9 10 16 45 0.00000 0.08207
2009  9 10 17  0 0.00000 0.09495
2009  9 10 17 15 0.00000 0.10782
2009  9 10 17 30 0.00000 0.12070
2009  9 10 17 45 0.00000 0.13357
2009  9 10 18  0 0.00000 0.13489
2009  9 10 18 15 0.00000 0.13621
2009  9 10 18 30 0.00000 0.13753
2009  9 10 18 45 0.00000 0.13884
2009  9 10 19  0 0.00000 0.13617
2009  9 10 19 15 0.00000 0.13349
2009  9 10 19 30 0.00000 0.13081
2009  9 10 19 45 0.00000 0.12813
2009  9 10 20  0 0.00000 0.12486
2009  9 10 20 15 0.00000 0.12159
2009  9 10 20 30 0.00000 0.11832
2009  9 10 20 45 0.00000 0.11504
2009  9 10 21  0 0.00000 0.10923
2009  9 10 21 15 0.00000 0.10342
2009  9 10 21 30 0.00000 0.09761
2009  9 10 21 45 0.00000 0.09180
2009  9 10 22  0 0.00000 0.08202
2009  9 10 22 15 0.00000 0.07223
2009  9 10 22 30 0.00000 0.06245
2009  9 10 22 45 0.00000 0.05266
2009  9 10 23  0 0.00000 0.04453
2009  9 10 23 15 0.00000 0.03640
2009  9 10 23 30 0.00000 0.02827
2009  9 10 23 45 0.05660 0.02014
2009  9 11  0  0 0.00000 0.01535
2009  9 11  0 15 0.00000 0.01056
2009  9 11  0 30 0.05660 0.00577
2009  9 11  0 45 0.00000 0.00098
2009  9 11  1  0 0.00000 0.00074
2009  9 11  1 15 0.05660 0.00049
2009  9 11  1 30 0.00000 0.00025
2009  9 11  1 45 0.00000 0.00000
2009  9 11  2  0 0.00000 0.00000
2009  9 11  2 15 0.00000 0.00000
2009  9 11  2 30 0.00000 0.00000
2009  9 11  2 45 0.00000 0.00000
2009  9 11  3  0 0.00000 0.00000
2009  9 11  3 15 0.00000 0.00000
2009  9 11  3 30 0.00000 0.00000
2009  9 11  3 45 0.00000 0.00000
2009  9 11  4  0 0.00000 0.00000
2009  9 11  4 15 0.00000 0.00000
2009  9 11  4 30 0.00000 0.00000
2009  9 11  4 45 0.00000 0.00000
2009  9 11  5  0 0.00000 0.00000
2009  9 11  5 15 0.00000 0.00000
2009  9 11  5 30 0.00000 0.00000
2009  9 11  5 45 0.00000 0.00000
2009  9 11  6  0 0.00000 0.00000
2009  9 11  6 15 0.00000 0.00000
2009  9 11  6 30 0.00000 0.00000
2009  9 11  6 45 0.00000 0.00000
2009  9 11  7  0 0.00000 0.00000
2009  9 11  7 15 0.00000 0.00000
2009  9 11  7 30 0.05660 0.00000
2009  9 11  7 45 0.00000 0.00000
2009  9 11  8  0 0.00000 0.00000
2009  9 11  8 15 0.00000 0.00000
2009  9 11  8 30 0.00000 0.00000
2009  9 11  8 45 0.00000 0.00000
2009  9 11  9  0 0.00000 0.00000
2009  9 11  9 15 0.00000 0.00000
2009  9 11  9 30 0.00000 0.00000
2009  9 11  9 45 0.00000 0.00000
2009  9 11 10  0 0.00000 0.00000
2009  9 11 10 15 0.00000 0.00000
2009  9 11 10 30 0.00000 0.00000
2009  9 11 10 45 0.00000 0.00000
2009  9 11 11  0 0.00000 0.00000
2009  9 11 11 15 0.00000 0.00000
2009  9 11 11 30 0.00000 0.00001
2009  9 11 11 45 0.00000 0.00001
2009  9 11 12  0 0.00000 0.00149
2009  9 11 12 15 0.00000 0.00298
2009  9 11 12 30 0.00000 0.00447
2009  9 11 12 45 0.00000 0.00595
2009  9 11 13  0 0.00000 0.01139
2009  9 11 13 15 0.00000 0.01684
2009  9 11 13 30 0.00000 0.02228
2009  9 11 13 45 0.00000 0.02772
2009  9 11 14  0 0.00000 0.03238
2009  9 11 14 15 0.00000 0.03703
2009  9 11 14 30 0.00000 0.04169
2009  9 11 14 45 0.00000 0.04634
2009  9 11 15  0 0.00000 0.05756
2009  9 11 15 15 0.00000 0.06878
2009  9 11 15 30 0.00000 0.08000
2009  9 11 15 45 0.00000 0.09122
2009  9 11 16  0 0.00000 0.09539
2009  9 11 16 15 0.00000 0.09956
2009  9 11 16 30 0.00000 0.10373
2009  9 11 16 45 0.00000 0.10790
2009  9 11 17  0 0.00000 0.11100
2009  9 11 17 15 0.00000 0.11410
2009  9 11 17 30 0.00000 0.11719
2009  9 11 17 45 0.00000 0.12029
2009  9 11 18  0 0.00000 0.11456
2009  9 11 18 15 0.00000 0.10883
2009  9 11 18 30 0.00000 0.10309
2009  9 11 18 45 0.00000 0.09736
2009  9 11 19  0 0.00000 0.09447
2009  9 11 19 15 0.00000 0.09157
2009  9 11 19 30 0.00000 0.08868
2009  9 11 19 45 0.18868 0.08578
2009  9 11 20  0 0.00000 0.07866
2009  9 11 20 15 0.00000 0.07154
2009  9 11 20 30 0.00000 0.06442
2009  9 11 20 45 0.00000 0.05730
2009  9 11 21  0 0.00000 0.04918
2009  9 11 21 15 0.00000 0.04105
2009  9 11 21 30 0.00000 0.03292
2009  9 11 21 45 0.00000 0.02479
2009  9 11 22  0 0.00000 0.02188
2009  9 11 22 15 0.00000 0.01896
2009  9 11 22 30 0.00000 0.01605
2009  9 11 22 45 0.00000 0.01314
2009  9 11 23  0 0.00000 0.01344
2009  9 11 23 15 0.00000 0.01375
2009  9 11 23 30 0.00000 0.01405
2009  9 11 23 45 0.00000 0.01436
2009  9 12  0  0 0.00000 0.01085
2009  9 12  0 15 0.00000 0.00735
2009  9 12  0 30 0.00000 0.00385
2009  9 12  0 45 0.00000 0.00035
2009  9 12  1  0 0.00000 0.00026
2009  9 12  1 15 0.00000 0.00017
2009  9 12  1 30 0.00000 0.00009
2009  9 12  1 45 0.00000 0.00000
2009  9 12  2  0 0.00000 0.00000
2009  9 12  2 15 0.00000 0.00000
2009  9 12  2 30 0.00000 0.00000
2009  9 12  2 45 0.00000 0.00000
2009  9 12  3  0 0.00000 0.00000
2009  9 12  3 15 0.00000 0.00000
2009  9 12  3 30 0.15094 0.00000
2009  9 12  3 45 0.05660 0.00000
2009  9 12  4  0 0.00000 0.00000
2009  9 12  4 15 0.00000 0.00000
2009  9 12  4 30 0.00000 0.00000
2009  9 12  4 45 0.00000 0.00000
2009  9 12  5  0 0.00000 0.00000
2009  9 12  5 15 0.00000 0.00000
2009  9 12  5 30 0.00000 0.00000
2009  9 12  5 45 0.00000 0.00000
2009  9 12  6  0 0.00000 0.00000
2009  9 12  6 15 0.00000 0.00000
2009  9 12  6 30 0.00000 0.00000
2009  9 12  6 45 0.00000 0.00000
2009  9 12  7  0 0.00000 0.00000
2009  9 12  7 15 0.00000 0.00000
2009  9 12  7 30 0.00000 0.00000
2009  9 12  7 45 0.00000 0.00000
2009  9 12  8  0 0.00000 0.00000
2009  9 12  8 15 0.00000 0.00000
2009  9 12  8 30 0.00000 0.00000
2009  9 12  8 45 0.00000 0.00000
2009  9 12  9  0 0.00000 0.00000
2009  9 12  9 15 0.00000 0.00000
2009  9 12  9 30 0.00000 0.00000
2009  9 12  9 45 0.00000 0.00000
2009  9 12 10  0 0.00000 0.00000
2009  9 12 10 15 0.05660 0.00000
2009  9 12 10 30 0.00000 0.00000
2009  9 12 10 45 0.00000 0.00000
2009  9 12 11  0 0.00000 0.00000
2009  9 12 11 15 0.00000 0.00000
2009  9 12 11 30 0.00000 0.00000
2009  9 12 11 45 0.00000 0.00000
2009  9 12 12  0 0.00000 0.00079
2009  9 12 12 15 0.00000 0.00158
2009  9 12 12 30 0.00000 0.00237
2009  9 12 12 45 0.00000 0.00316
2009  9 12 13  0 0.00000 0.00612
2009  9 12 13 15 0.00000 0.00908
2009  9 12 13 30 0.00000 0.01204
2009  9 12 13 45 0.00000 0.01500
2009  9 12 14  0 0.00000 0.02510
2009  9 12 14 15 0.00000 0.03520
2009  9 12 14 30 0.00000 0.04530
2009  9 12 14 45 0.00000 0.05541
2009  9 12 15  0 0.00000 0.06181
2009  9 12 15 15 0.00000 0.06821
2009  9 12 15 30 0.00000 0.07461
2009  9 12 15 45 0.00000 0.08101
2009  9 12 16  0 0.00000 0.07559
2009  9 12 16 15 1.33962 0.07017
2009  9 12 16 30 0.18868 0.06475
2009  9 12 16 45 0.00000 0.05933
2009  9 12 17  0 0.00000 0.05318
2009  9 12 17 15 0.00000 0.04703
2009  9 12 17 30 0.00000 0.04087
2009  9 12 17 45 0.00000 0.03472
2009  9 12 18  0 0.00000 0.03952
2009  9 12 18 15 0.00000 0.04432
2009  9 12 18 30 0.00000 0.04912
2009  9 12 18 45 0.00000 0.05391
2009  9 12 19  0 0.00000 0.05027
2009  9 12 19 15 0.00000 0.04662
2009  9 12 19 30 0.00000 0.04297
2009  9 12 19 45 0.00000 0.03932
2009  9 12 20  0 0.00000 0.03472
2009  9 12 20 15 0.00000 0.03011
2009  9 12 20 30 0.00000 0.02551
2009  9 12 20 45 0.05660 0.02090
2009  9 12 21  0 0.00000 0.02062
2009  9 12 21 15 0.00000 0.02033
2009  9 12 21 30 0.00000 0.02004
2009  9 12 21 45 0.00000 0.01975
2009  9 12 22  0 0.00000 0.01693
2009  9 12 22 15 0.00000 0.01411
2009  9 12 22 30 0.00000 0.01129
2009  9 12 22 45 0.00000 0.00847
2009  9 12 23  0 0.00000 0.00696
2009  9 12 23 15 0.00000 0.00545
2009  9 12 23 30 0.00000 0.00394
2009  9 12 23 45 0.00000 0.00243
2009  9 13  0  0 0.00000 0.00184
2009  9 13  0 15 0.00000 0.00124
2009  9 13  0 30 0.00000 0.00064
2009  9 13  0 45 0.00000 0.00004
2009  9 13  1  0 0.00000 0.00003
2009  9 13  1 15 0.00000 0.00002
2009  9 13  1 30 0.00000 0.00001
2009  9 13  1 45 0.00000 0.00000
2009  9 13  2  0 0.00000 0.00000
2009  9 13  2 15 0.00000 0.00000
2009  9 13  2 30 0.00000 0.00000
2009  9 13  2 45 0.00000 0.00000
2009  9 13  3  0 0.00000 0.00000
2009  9 13  3 15 0.00000 0.00000
2009  9 13  3 30 0.00000 0.00000
2009  9 13  3 45 0.00000 0.00000
2009  9 13  4  0 0.00000 0.00000
2009  9 13  4 15 0.00000 0.00000
2009  9 13  4 30 0.00000 0.00000
2009  9 13  4 45 0.00000 0.00000
2009  9 13  5  0 0.00000 0.00000
2009  9 13  5 15 0.00000 0.00000
2009  9 13  5 30 0.00000 0.00000
2009  9 13  5 45 0.00000 0.00000
2009  9 13  6  0 0.00000 0.00000
2009  9 13  6 15 0.00000 0.00000
2009  9 13  6 30 0.00000 0.00000
2009  9 13  6 45 0.00000 0.00000
2009  9 13  7  0 0.00000 0.00000
2009  9 13  7 15 0.00000 0.00000
2009  9 13  7 30 0.00000 0.00000
2009  9 13  7 45 0.00000 0.00000
2009  9 13  8  0 0.00000 0.00000
2009  9 13  8 15 0.00000 0.00000
2009  9 13  8 30 0.00000 0.00000
2009  9 13  8 45 0.00000 0.00000
2009  9 13  9  0 0.00000 0.00000
2009  9 13  9 15 0.00000 0.00000
2009  9 13  9 30 0.00000 0.00000
2009  9 13  9 45 0.00000 0.00000
2009  9 13 10  0 0.00000 0.00000
2009  9 13 10 15 0.00000 0.00000
2009  9 13 10 30 0.00000 0.00000
2009  9 13 10 45 0.00000 0.00000
2009  9 13 11  0 0.00000 0.00000
2009  9 13 11 15 0.00000 0.00000
2009  9 13 11 30 0.00000 0.00000
2009  9 13 11 45 0.00000 0.00000
2009  9 13 12  0 0.00000 0.00059
2009  9 13 12 15 0.00000 0.00118
2009  9 13 12 30 0.00000 0.00178
2009  9 13 12 45 0.00000 0.00237
2009  9 13 13  0 0.00000 0.00499
2009  9 13 13 15 0.00000 0.00762
2009  9 13 13 30 0.00000 0.01025
2009  9 13 13 45 0.00000 0.01287
2009  9 13 14  0 0.00000 0.02372
2009  9 13 14 15 0.00000 0.03457
2009  9 13 14 30 0.00000 0.04541
2009  9 13 14 45 0.00000 0.05626
2009  9 13 15  0 0.00000 0.07057
2009  9 13 15 15 0.00000 0.08489
2009  9 13 15 30 0.00000 0.09920
2009  9 13 15 45 0.00000 0.11352
2009  9 13 16  0 0.00000 0.09924
2009  9 13 16 15 0.00000 0.08497
2009  9 13 16 30 0.00000 0.07070
2009  9 13 16 45 0.00000 0.05642
2009  9 13 17  0 0.00000 0.05812
2009  9 13 17 15 0.00000 0.05983
2009  9 13 17 30 0.00000 0.06153
2009  9 13 17 45 0.00000 0.06323
2009  9 13 18  0 0.00000 0.06216
2009  9 13 18 15 0.00000 0.06108
2009  9 13 18 30 0.00000 0.06001
2009  9 13 18 45 0.00000 0.05893
2009  9 13 19  0 0.00000 0.04786
2009  9 13 19 15 0.00000 0.03679
2009  9 13 19 30 0.00000 0.02572
2009  9 13 19 45 0.05660 0.01465
2009  9 13 20  0 0.09434 0.01285
2009  9 13 20 15 0.00000 0.01105
2009  9 13 20 30 0.00000 0.00925
2009  9 13 20 45 0.05660 0.00745
2009  9 13 21  0 0.00000 0.01037
2009  9 13 21 15 0.00000 0.01330
2009  9 13 21 30 0.00000 0.01622
2009  9 13 21 45 0.00000 0.01914
2009  9 13 22  0 0.00000 0.01625
2009  9 13 22 15 0.00000 0.01335
2009  9 13 22 30 0.00000 0.01046
2009  9 13 22 45 0.00000 0.00756
2009  9 13 23  0 0.05660 0.00637
2009  9 13 23 15 0.00000 0.00517
2009  9 13 23 30 0.00000 0.00398
2009  9 13 23 45 0.00000 0.00278
2009  9 14  0  0 0.00000 0.00216
2009  9 14  0 15 0.00000 0.00154
2009  9 14  0 30 0.00000 0.00092
2009  9 14  0 45 0.00000 0.00030
2009  9 14  1  0 0.00000 0.00023
2009  9 14  1 15 0.00000 0.00015
2009  9 14  1 30 0.00000 0.00008
2009  9 14  1 45 0.00000 0.00000
2009  9 14  2  0 0.00000 0.00000
2009  9 14  2 15 0.00000 0.00000
2009  9 14  2 30 0.00000 0.00000
2009  9 14  2 45 0.00000 0.00000
2009  9 14  3  0 0.00000 0.00000
2009  9 14  3 15 0.00000 0.00000
2009  9 14  3 30 0.00000 0.00000
2009  9 14  3 45 0.00000 0.00000
2009  9 14  4  0 0.00000 0.00000
2009  9 14  4 15 0.00000 0.00000
2009  9 14  4 30 0.00000 0.00000
2009  9 14  4 45 0.00000 0.00000
2009  9 14  5  0 0.00000 0.00000
2009  9 14  5 15 0.00000 0.00000
2009  9 14  5 30 0.00000 0.00000
2009  9 14  5 45 0.00000 0.00000
2009  9 14  6  0 0.00000 0.00000
2009  9 14  6 15 0.00000 0.00000
2009  9 14  6 30 0.00000 0.00000
2009  9 14  6 45 0.00000 0.00000
2009  9 14  7  0 0.00000 0.00000
2009  9 14  7 15 0.00000 0.00000
2009  9 14  7 30 0.00000 0.00000
2009  9 14  7 45 0.00000 0.00000
2009  9 14  8  0 0.00000 0.00000
2009  9 14  8 15 0.00000 0.00000
2009  9 14  8 30 0.00000 0.00000
2009  9 14  8 45 0.00000 0.00000
2009  9 14  9  0 0.00000 0.00000
2009  9 14  9 15 0.00000 0.00000
2009  9 14  9 30 0.00000 0.00000
2009  9 14  9 45 0.00000 0.00000
2009  9 14 10  0 0.00000 0.00000
2009  9 14 10 15 0.00000 0.00000
2009  9 14 10 30 0.00000 0.00000
2009  9 14 10 45 0.00000 0.00000
2009  9 14 11  0 0.00000 0.00000
2009  9 14 11 15 0.00000 0.00000
2009  9 14 11 30 0.00000 0.00000
2009  9 14 11 45 0.00000 0.00000
2009  9 14 12  0 0.00000 0.00083
2009  9 14 12 15 0.00000 0.00167
2009  9 14 12 30 0.00000 0.00250
2009  9 14 12 45 0.00000 0.00333
2009  9 14 13  0 0.00000 0.00867
2009  9 14 13 15 0.00000 0.01402
2009  9 14 13 30 0.00000 0.01937
2009  9 14 13 45 0.00000 0.02471
2009  9 14 14  0 0.00000 0.03354
2009  9 14 14 15 0.00000 0.04237
2009  9 14 14 30 0.00000 0.05120
2009  9 14 14 45 0.00000 0.06003
2009  9 14 15  0 0.00000 0.06856
2009  9 14 15 15 0.00000 0.07709
2009  9 14 15 30 0.00000 0.08562
2009  9 14 15 45 0.00000 0.09415
2009  9 14 16  0 0.00000 0.10099
2009  9 14 16 15 0.00000 0.10783
2009  9 14 16 30 0.00000 0.11467
2009  9 14 16 45 0.00000 0.12151
2009  9 14 17  0 0.00000 0.12391
2009  9 14 17 15 0.09434 0.12631
2009  9 14 17 30 0.05660 0.12872
2009  9 14 17 45 0.09434 0.13112
2009  9 14 18  0 0.00000 0.13119
2009  9 14 18 15 0.00000 0.13125
2009  9 14 18 30 0.00000 0.13132
2009  9 14 18 45 0.00000 0.13139
2009  9 14 19  0 0.00000 0.11427
2009  9 14 19 15 0.00000 0.09715
2009  9 14 19 30 0.00000 0.08004
2009  9 14 19 45 0.00000 0.06292
2009  9 14 20  0 0.00000 0.05285
2009  9 14 20 15 0.00000 0.04279
2009  9 14 20 30 0.00000 0.03272
2009  9 14 20 45 0.00000 0.02266
2009  9 14 21  0 0.00000 0.02769
2009  9 14 21 15 0.00000 0.03273
2009  9 14 21 30 0.00000 0.03776
2009  9 14 21 45 0.00000 0.04279
2009  9 14 22  0 0.00000 0.04599
2009  9 14 22 15 0.00000 0.04919
2009  9 14 22 30 0.00000 0.05238
2009  9 14 22 45 0.00000 0.05558
2009  9 14 23  0 0.00000 0.04818
2009  9 14 23 15 0.00000 0.04077
2009  9 14 23 30 0.00000 0.03337
2009  9 14 23 45 0.00000 0.02597
2009  9 15  0  0 0.00000 0.01960
2009  9 15  0 15 0.00000 0.01324
2009  9 15  0 30 0.00000 0.00687
2009  9 15  0 45 0.00000 0.00051
2009  9 15  1  0 0.00000 0.00038
2009  9 15  1 15 0.00000 0.00025
2009  9 15  1 30 0.00000 0.00013
2009  9 15  1 45 0.00000 0.00000
2009  9 15  2  0 0.00000 0.00000
2009  9 15  2 15 0.00000 0.00000
2009  9 15  2 30 0.00000 0.00000
2009  9 15  2 45 0.00000 0.00000
2009  9 15  3  0 0.00000 0.00000
2009  9 15  3 15 0.00000 0.00000
2009  9 15  3 30 0.00000 0.00000
