#YYYY MM DD HH MM P(mm) PET(mm)
2009  7  2  4 15 0.00000 0.00000
2009  7  2  4 30 0.00000 0.00000
2009  7  2  4 45 0.00000 0.00000
2009  7  2  5  0 0.00000 0.00000
2009  7  2  5 15 0.00000 0.00000
2009  7  2  5 30 0.00000 0.00000
2009  7  2  5 45 0.00000 0.00000
2009  7  2  6  0 0.00000 0.00000
2009  7  2  6 15 0.00000 0.00000
2009  7  2  6 30 0.00000 0.00000
2009  7  2  6 45 0.00000 0.00000
2009  7  2  7  0 0.00000 0.00000
2009  7  2  7 15 0.00000 0.00000
2009  7  2  7 30 0.00000 0.00000
2009  7  2  7 45 0.00000 0.00000
2009  7  2  8  0 0.00000 0.00000
2009  7  2  8 15 0.00000 0.00000
2009  7  2  8 30 0.00000 0.00000
2009  7  2  8 45 0.00000 0.00000
2009  7  2  9  0 0.00000 0.00000
2009  7  2  9 15 0.00000 0.00000
2009  7  2  9 30 0.00000 0.00000
2009  7  2  9 45 0.05660 0.00000
2009  7  2 10  0 0.00000 0.00000
2009  7  2 10 15 0.05660 0.00001
2009  7  2 10 30 0.00000 0.00001
2009  7  2 10 45 0.00000 0.00001
2009  7  2 11  0 0.00000 0.00002
2009  7  2 11 15 0.00000 0.00003
2009  7  2 11 30 0.00000 0.00003
2009  7  2 11 45 0.00000 0.00004
2009  7  2 12  0 0.00000 0.00013
2009  7  2 12 15 0.00000 0.00022
2009  7  2 12 30 0.00000 0.00030
2009  7  2 12 45 0.00000 0.00039
2009  7  2 13  0 0.00000 0.00072
2009  7  2 13 15 0.00000 0.00105
2009  7  2 13 30 0.05660 0.00138
2009  7  2 13 45 0.00000 0.00170
2009  7  2 14  0 0.00000 0.00181
2009  7  2 14 15 0.00000 0.00192
2009  7  2 14 30 0.00000 0.00203
2009  7  2 14 45 0.00000 0.00214
2009  7  2 15  0 0.00000 0.00315
2009  7  2 15 15 0.00000 0.00416
2009  7  2 15 30 0.00000 0.00516
2009  7  2 15 45 0.00000 0.00617
2009  7  2 16  0 0.00000 0.01024
2009  7  2 16 15 0.00000 0.01430
2009  7  2 16 30 0.00000 0.01837
2009  7  2 16 45 0.00000 0.02244
2009  7  2 17  0 0.00000 0.02533
2009  7  2 17 15 0.00000 0.02822
2009  7  2 17 30 0.00000 0.03111
2009  7  2 17 45 0.00000 0.03400
2009  7  2 18  0 0.00000 0.03889
2009  7  2 18 15 0.00000 0.04379
2009  7  2 18 30 0.00000 0.04868
2009  7  2 18 45 0.00000 0.05357
2009  7  2 19  0 0.00000 0.04704
2009  7  2 19 15 0.00000 0.04051
2009  7  2 19 30 0.00000 0.03398
2009  7  2 19 45 0.00000 0.02745
2009  7  2 20  0 0.09434 0.02688
2009  7  2 20 15 0.00000 0.02631
2009  7  2 20 30 0.00000 0.02574
2009  7  2 20 45 0.00000 0.02517
2009  7  2 21  0 0.00000 0.02266
2009  7  2 21 15 0.00000 0.02015
2009  7  2 21 30 0.00000 0.01764
2009  7  2 21 45 0.00000 0.01513
2009  7  2 22  0 0.00000 0.01425
2009  7  2 22 15 0.00000 0.01337
2009  7  2 22 30 0.00000 0.01249
2009  7  2 22 45 0.00000 0.01161
2009  7  2 23  0 0.00000 0.01145
2009  7  2 23 15 0.00000 0.01129
2009  7  2 23 30 0.00000 0.01113
2009  7  2 23 45 0.05660 0.01097
2009  7  3  0  0 0.00000 0.00849
2009  7  3  0 15 0.00000 0.00600
2009  7  3  0 30 0.00000 0.00352
2009  7  3  0 45 0.00000 0.00103
2009  7  3  1  0 0.00000 0.00077
2009  7  3  1 15 0.00000 0.00052
2009  7  3  1 30 0.00000 0.00026
2009  7  3  1 45 0.00000 0.00000
2009  7  3  2  0 0.00000 0.00000
2009  7  3  2 15 0.00000 0.00000
2009  7  3  2 30 0.00000 0.00000
2009  7  3  2 45 0.00000 0.00000
2009  7  3  3  0 0.00000 0.00000
2009  7  3  3 15 0.00000 0.00000
2009  7  3  3 30 0.00000 0.00000
2009  7  3  3 45 0.00000 0.00000
2009  7  3  4  0 0.00000 0.00000
2009  7  3  4 15 0.00000 0.00000
2009  7  3  4 30 0.00000 0.00000
2009  7  3  4 45 0.00000 0.00000
2009  7  3  5  0 0.00000 0.00000
2009  7  3  5 15 0.00000 0.00000
2009  7  3  5 30 0.00000 0.00000
2009  7  3  5 45 0.00000 0.00000
2009  7  3  6  0 0.00000 0.00000
2009  7  3  6 15 0.00000 0.00000
2009  7  3  6 30 0.00000 0.00000
2009  7  3  6 45 0.00000 0.00000
2009  7  3  7  0 0.00000 0.00000
2009  7  3  7 15 0.00000 0.00000
2009  7  3  7 30 0.00000 0.00000
2009  7  3  7 45 0.00000 0.00000
2009  7  3  8  0 0.00000 0.00000
2009  7  3  8 15 0.00000 0.00000
2009  7  3  8 30 0.00000 0.00000
2009  7  3  8 45 0.00000 0.00000
2009  7  3  9  0 0.00000 0.00000
2009  7  3  9 15 0.00000 0.00000
2009  7  3  9 30 0.00000 0.00000
2009  7  3  9 45 0.00000 0.00000
2009  7  3 10  0 0.00000 0.00000
2009  7  3 10 15 0.05660 0.00000
2009  7  3 10 30 0.00000 0.00000
2009  7  3 10 45 0.00000 0.00001
2009  7  3 11  0 0.00000 0.00001
2009  7  3 11 15 0.00000 0.00002
2009  7  3 11 30 0.00000 0.00003
2009  7  3 11 45 0.00000 0.00004
2009  7  3 12  0 0.00000 0.00032
2009  7  3 12 15 0.00000 0.00059
2009  7  3 12 30 0.00000 0.00087
2009  7  3 12 45 0.00000 0.00114
2009  7  3 13  0 0.00000 0.00227
2009  7  3 13 15 0.00000 0.00339
2009  7  3 13 30 0.00000 0.00451
2009  7  3 13 45 0.00000 0.00564
2009  7  3 14  0 0.00000 0.01094
2009  7  3 14 15 0.00000 0.01624
2009  7  3 14 30 0.00000 0.02154
2009  7  3 14 45 0.00000 0.02684
2009  7  3 15  0 0.00000 0.03415
2009  7  3 15 15 0.00000 0.04146
2009  7  3 15 30 0.00000 0.04877
2009  7  3 15 45 0.00000 0.05608
2009  7  3 16  0 0.00000 0.06580
2009  7  3 16 15 0.00000 0.07552
2009  7  3 16 30 0.00000 0.08524
2009  7  3 16 45 0.00000 0.09496
2009  7  3 17  0 0.00000 0.09876
2009  7  3 17 15 0.00000 0.10256
2009  7  3 17 30 0.00000 0.10635
2009  7  3 17 45 0.00000 0.11015
2009  7  3 18  0 0.00000 0.10416
2009  7  3 18 15 0.37736 0.09816
2009  7  3 18 30 0.71698 0.09217
2009  7  3 18 45 1.09434 0.08617
2009  7  3 19  0 0.18868 0.06526
2009  7  3 19 15 0.62264 0.04435
2009  7  3 19 30 0.00000 0.02344
2009  7  3 19 45 0.00000 0.00253
2009  7  3 20  0 0.00000 0.00226
2009  7  3 20 15 0.00000 0.00198
2009  7  3 20 30 0.00000 0.00170
2009  7  3 20 45 0.00000 0.00142
2009  7  3 21  0 0.00000 0.00230
2009  7  3 21 15 0.00000 0.00318
2009  7  3 21 30 0.00000 0.00407
2009  7  3 21 45 0.00000 0.00495
2009  7  3 22  0 0.00000 0.00606
2009  7  3 22 15 0.00000 0.00717
2009  7  3 22 30 0.00000 0.00828
2009  7  3 22 45 0.00000 0.00939
2009  7  3 23  0 0.00000 0.00885
2009  7  3 23 15 0.00000 0.00831
2009  7  3 23 30 0.00000 0.00777
2009  7  3 23 45 0.00000 0.00723
2009  7  4  0  0 0.00000 0.00581
2009  7  4  0 15 0.00000 0.00440
2009  7  4  0 30 0.00000 0.00298
2009  7  4  0 45 0.00000 0.00157
2009  7  4  1  0 0.00000 0.00118
2009  7  4  1 15 0.00000 0.00078
2009  7  4  1 30 0.00000 0.00039
2009  7  4  1 45 0.00000 0.00000
2009  7  4  2  0 0.00000 0.00000
2009  7  4  2 15 0.00000 0.00000
2009  7  4  2 30 0.00000 0.00000
2009  7  4  2 45 0.00000 0.00000
2009  7  4  3  0 0.00000 0.00000
2009  7  4  3 15 0.00000 0.00000
2009  7  4  3 30 0.00000 0.00000
2009  7  4  3 45 0.00000 0.00000
2009  7  4  4  0 0.00000 0.00000
2009  7  4  4 15 0.00000 0.00000
2009  7  4  4 30 0.00000 0.00000
2009  7  4  4 45 0.00000 0.00000
2009  7  4  5  0 0.00000 0.00000
2009  7  4  5 15 0.00000 0.00000
2009  7  4  5 30 0.00000 0.00000
2009  7  4  5 45 0.00000 0.00000
2009  7  4  6  0 0.00000 0.00000
2009  7  4  6 15 0.00000 0.00000
2009  7  4  6 30 0.00000 0.00000
2009  7  4  6 45 0.00000 0.00000
2009  7  4  7  0 0.00000 0.00000
2009  7  4  7 15 0.00000 0.00000
2009  7  4  7 30 0.00000 0.00000
2009  7  4  7 45 0.00000 0.00000
2009  7  4  8  0 0.00000 0.00000
2009  7  4  8 15 0.00000 0.00000
2009  7  4  8 30 0.00000 0.00000
2009  7  4  8 45 0.00000 0.00000
2009  7  4  9  0 0.00000 0.00000
2009  7  4  9 15 0.00000 0.00000
2009  7  4  9 30 0.00000 0.00000
2009  7  4  9 45 0.00000 0.00000
2009  7  4 10  0 0.05660 0.00000
2009  7  4 10 15 0.00000 0.00000
2009  7  4 10 30 0.00000 0.00000
2009  7  4 10 45 0.00000 0.00000
2009  7  4 11  0 0.00000 0.00000
2009  7  4 11 15 0.00000 0.00001
2009  7  4 11 30 0.00000 0.00001
2009  7  4 11 45 0.00000 0.00001
2009  7  4 12  0 0.00000 0.00078
2009  7  4 12 15 0.00000 0.00156
2009  7  4 12 30 0.00000 0.00233
2009  7  4 12 45 0.00000 0.00311
2009  7  4 13  0 0.00000 0.00512
2009  7  4 13 15 0.00000 0.00713
2009  7  4 13 30 0.00000 0.00915
2009  7  4 13 45 0.00000 0.01116
2009  7  4 14  0 0.00000 0.01308
2009  7  4 14 15 0.00000 0.01501
2009  7  4 14 30 0.00000 0.01693
2009  7  4 14 45 0.00000 0.01886
2009  7  4 15  0 0.05660 0.01814
2009  7  4 15 15 1.05660 0.01742
2009  7  4 15 30 0.15094 0.01670
2009  7  4 15 45 0.00000 0.01598
2009  7  4 16  0 0.00000 0.01417
2009  7  4 16 15 0.00000 0.01235
2009  7  4 16 30 0.00000 0.01053
2009  7  4 16 45 0.00000 0.00871
2009  7  4 17  0 0.00000 0.00999
2009  7  4 17 15 0.00000 0.01128
2009  7  4 17 30 0.05660 0.01256
2009  7  4 17 45 0.00000 0.01384
2009  7  4 18  0 0.00000 0.01588
2009  7  4 18 15 0.00000 0.01793
2009  7  4 18 30 0.00000 0.01997
2009  7  4 18 45 0.00000 0.02202
2009  7  4 19  0 0.00000 0.02518
2009  7  4 19 15 0.00000 0.02835
2009  7  4 19 30 0.00000 0.03151
2009  7  4 19 45 0.00000 0.03468
2009  7  4 20  0 0.00000 0.03570
2009  7  4 20 15 0.00000 0.03673
2009  7  4 20 30 0.00000 0.03776
2009  7  4 20 45 0.00000 0.03878
2009  7  4 21  0 0.00000 0.03691
2009  7  4 21 15 0.00000 0.03504
2009  7  4 21 30 0.00000 0.03317
2009  7  4 21 45 0.00000 0.03129
2009  7  4 22  0 0.00000 0.02639
2009  7  4 22 15 0.00000 0.02149
2009  7  4 22 30 0.00000 0.01658
2009  7  4 22 45 0.00000 0.01168
2009  7  4 23  0 0.00000 0.00960
2009  7  4 23 15 0.00000 0.00753
2009  7  4 23 30 0.00000 0.00546
2009  7  4 23 45 0.00000 0.00338
2009  7  5  0  0 0.00000 0.00269
2009  7  5  0 15 0.00000 0.00200
2009  7  5  0 30 0.00000 0.00131
2009  7  5  0 45 0.00000 0.00062
2009  7  5  1  0 0.00000 0.00046
2009  7  5  1 15 0.00000 0.00031
2009  7  5  1 30 0.00000 0.00015
2009  7  5  1 45 0.00000 0.00000
2009  7  5  2  0 0.00000 0.00000
2009  7  5  2 15 0.00000 0.00000
2009  7  5  2 30 0.00000 0.00000
2009  7  5  2 45 0.00000 0.00000
2009  7  5  3  0 0.00000 0.00000
2009  7  5  3 15 0.00000 0.00000
2009  7  5  3 30 0.00000 0.00000
2009  7  5  3 45 0.00000 0.00000
2009  7  5  4  0 0.00000 0.00000
2009  7  5  4 15 0.00000 0.00000
2009  7  5  4 30 0.00000 0.00000
2009  7  5  4 45 0.00000 0.00000
2009  7  5  5  0 0.00000 0.00000
2009  7  5  5 15 0.00000 0.00000
2009  7  5  5 30 0.00000 0.00000
2009  7  5  5 45 0.00000 0.00000
2009  7  5  6  0 0.00000 0.00000
2009  7  5  6 15 0.00000 0.00000
2009  7  5  6 30 0.00000 0.00000
2009  7  5  6 45 0.00000 0.00000
2009  7  5  7  0 0.00000 0.00000
2009  7  5  7 15 0.00000 0.00000
2009  7  5  7 30 0.00000 0.00000
2009  7  5  7 45 0.00000 0.00000
2009  7  5  8  0 0.00000 0.00000
2009  7  5  8 15 0.00000 0.00000
2009  7  5  8 30 0.00000 0.00000
2009  7  5  8 45 0.00000 0.00000
2009  7  5  9  0 0.00000 0.00000
2009  7  5  9 15 0.00000 0.00000
2009  7  5  9 30 0.00000 0.00000
2009  7  5  9 45 0.00000 0.00000
2009  7  5 10  0 0.00000 0.00000
2009  7  5 10 15 0.00000 0.00000
2009  7  5 10 30 0.00000 0.00000
2009  7  5 10 45 0.00000 0.00000
2009  7  5 11  0 0.05660 0.00000
2009  7  5 11 15 0.00000 0.00000
2009  7  5 11 30 0.00000 0.00000
2009  7  5 11 45 0.00000 0.00001
2009  7  5 12  0 0.00000 0.00050
2009  7  5 12 15 0.00000 0.00099
2009  7  5 12 30 0.00000 0.00149
2009  7  5 12 45 0.00000 0.00198
2009  7  5 13  0 0.00000 0.00365
2009  7  5 13 15 0.00000 0.00532
2009  7  5 13 30 0.00000 0.00699
2009  7  5 13 45 0.00000 0.00866
2009  7  5 14  0 0.00000 0.01547
2009  7  5 14 15 0.00000 0.02228
2009  7  5 14 30 0.00000 0.02909
2009  7  5 14 45 0.00000 0.03590
2009  7  5 15  0 0.00000 0.03944
2009  7  5 15 15 0.00000 0.04299
2009  7  5 15 30 0.00000 0.04653
2009  7  5 15 45 0.00000 0.05007
2009  7  5 16  0 0.00000 0.06273
2009  7  5 16 15 0.00000 0.07539
2009  7  5 16 30 0.00000 0.08805
2009  7  5 16 45 0.00000 0.10070
2009  7  5 17  0 0.00000 0.10237
2009  7  5 17 15 0.00000 0.10403
2009  7  5 17 30 0.00000 0.10569
2009  7  5 17 45 0.00000 0.10735
2009  7  5 18  0 0.00000 0.10364
2009  7  5 18 15 0.00000 0.09993
2009  7  5 18 30 0.00000 0.09623
2009  7  5 18 45 0.00000 0.09252
2009  7  5 19  0 0.00000 0.08164
2009  7  5 19 15 0.00000 0.07076
2009  7  5 19 30 0.00000 0.05988
2009  7  5 19 45 0.00000 0.04900
2009  7  5 20  0 0.00000 0.04819
2009  7  5 20 15 0.00000 0.04738
2009  7  5 20 30 0.00000 0.04657
2009  7  5 20 45 0.05660 0.04576
2009  7  5 21  0 0.00000 0.03674
2009  7  5 21 15 0.00000 0.02772
2009  7  5 21 30 0.00000 0.01870
2009  7  5 21 45 0.00000 0.00969
2009  7  5 22  0 0.00000 0.00958
2009  7  5 22 15 0.00000 0.00948
2009  7  5 22 30 0.00000 0.00938
2009  7  5 22 45 0.00000 0.00928
2009  7  5 23  0 0.00000 0.01054
2009  7  5 23 15 0.00000 0.01181
2009  7  5 23 30 0.00000 0.01307
2009  7  5 23 45 0.00000 0.01434
2009  7  6  0  0 0.00000 0.01112
2009  7  6  0 15 0.00000 0.00791
2009  7  6  0 30 0.00000 0.00469
2009  7  6  0 45 0.00000 0.00147
2009  7  6  1  0 0.00000 0.00110
2009  7  6  1 15 0.00000 0.00074
2009  7  6  1 30 0.00000 0.00037
2009  7  6  1 45 0.00000 0.00000
2009  7  6  2  0 0.00000 0.00000
2009  7  6  2 15 0.00000 0.00000
2009  7  6  2 30 0.00000 0.00000
2009  7  6  2 45 0.00000 0.00000
2009  7  6  3  0 0.00000 0.00000
2009  7  6  3 15 0.00000 0.00000
2009  7  6  3 30 0.00000 0.00000
2009  7  6  3 45 0.00000 0.00000
2009  7  6  4  0 0.00000 0.00000
2009  7  6  4 15 0.00000 0.00000
2009  7  6  4 30 0.00000 0.00000
2009  7  6  4 45 0.00000 0.00000
2009  7  6  5  0 0.00000 0.00000
2009  7  6  5 15 0.00000 0.00000
2009  7  6  5 30 0.00000 0.00000
2009  7  6  5 45 0.00000 0.00000
2009  7  6  6  0 0.00000 0.00000
2009  7  6  6 15 0.00000 0.00000
2009  7  6  6 30 0.00000 0.00000
2009  7  6  6 45 0.00000 0.00000
2009  7  6  7  0 0.00000 0.00000
2009  7  6  7 15 0.00000 0.00000
2009  7  6  7 30 0.00000 0.00000
2009  7  6  7 45 0.00000 0.00000
2009  7  6  8  0 0.00000 0.00000
2009  7  6  8 15 0.00000 0.00000
2009  7  6  8 30 0.00000 0.00000
2009  7  6  8 45 0.00000 0.00000
2009  7  6  9  0 0.00000 0.00000
2009  7  6  9 15 0.00000 0.00000
2009  7  6  9 30 0.00000 0.00000
2009  7  6  9 45 0.00000 0.00000
2009  7  6 10  0 0.00000 0.00000
2009  7  6 10 15 0.00000 0.00000
2009  7  6 10 30 0.00000 0.00000
2009  7  6 10 45 0.05660 0.00000
2009  7  6 11  0 0.00000 0.00001
2009  7  6 11 15 0.00000 0.00001
2009  7  6 11 30 0.00000 0.00002
2009  7  6 11 45 0.00000 0.00003
2009  7  6 12  0 0.00000 0.00103
2009  7  6 12 15 0.00000 0.00202
2009  7  6 12 30 0.00000 0.00302
2009  7  6 12 45 0.00000 0.00401
2009  7  6 13  0 0.00000 0.00774
2009  7  6 13 15 0.00000 0.01146
2009  7  6 13 30 0.00000 0.01519
2009  7  6 13 45 0.00000 0.01891
2009  7  6 14  0 0.00000 0.02650
2009  7  6 14 15 0.00000 0.03409
2009  7  6 14 30 0.00000 0.04168
2009  7  6 14 45 0.00000 0.04927
2009  7  6 15  0 0.00000 0.05318
2009  7  6 15 15 0.00000 0.05709
2009  7  6 15 30 0.00000 0.06099
2009  7  6 15 45 0.00000 0.06490
2009  7  6 16  0 0.00000 0.06901
2009  7  6 16 15 0.00000 0.07312
2009  7  6 16 30 0.00000 0.07723
2009  7  6 16 45 0.00000 0.08134
2009  7  6 17  0 0.00000 0.08193
2009  7  6 17 15 0.00000 0.08252
2009  7  6 17 30 0.00000 0.08311
2009  7  6 17 45 0.00000 0.08370
2009  7  6 18  0 0.00000 0.07600
2009  7  6 18 15 0.15094 0.06830
2009  7  6 18 30 0.18868 0.06060
2009  7  6 18 45 0.00000 0.05290
2009  7  6 19  0 0.00000 0.04598
2009  7  6 19 15 0.00000 0.03906
2009  7  6 19 30 0.00000 0.03214
2009  7  6 19 45 0.00000 0.02522
2009  7  6 20  0 0.00000 0.02422
2009  7  6 20 15 0.00000 0.02322
2009  7  6 20 30 0.00000 0.02222
2009  7  6 20 45 0.00000 0.02122
2009  7  6 21  0 0.00000 0.02365
2009  7  6 21 15 0.00000 0.02607
2009  7  6 21 30 0.00000 0.02850
2009  7  6 21 45 0.00000 0.03093
2009  7  6 22  0 0.00000 0.03033
2009  7  6 22 15 0.00000 0.02973
2009  7  6 22 30 0.00000 0.02913
2009  7  6 22 45 0.00000 0.02853
2009  7  6 23  0 0.00000 0.02610
2009  7  6 23 15 0.00000 0.02366
2009  7  6 23 30 0.00000 0.02123
2009  7  6 23 45 0.00000 0.01879
2009  7  7  0  0 0.00000 0.01508
2009  7  7  0 15 0.00000 0.01136
2009  7  7  0 30 0.00000 0.00765
2009  7  7  0 45 0.00000 0.00393
2009  7  7  1  0 0.00000 0.00295
2009  7  7  1 15 0.00000 0.00196
2009  7  7  1 30 0.00000 0.00098
2009  7  7  1 45 0.00000 0.00000
2009  7  7  2  0 0.00000 0.00000
2009  7  7  2 15 0.00000 0.00000
2009  7  7  2 30 0.00000 0.00000
2009  7  7  2 45 0.00000 0.00000
2009  7  7  3  0 0.00000 0.00000
2009  7  7  3 15 0.00000 0.00000
2009  7  7  3 30 0.00000 0.00000
2009  7  7  3 45 0.00000 0.00000
2009  7  7  4  0 0.00000 0.00000
2009  7  7  4 15 0.00000 0.00000
2009  7  7  4 30 0.00000 0.00000
2009  7  7  4 45 0.05660 0.00000
2009  7  7  5  0 0.18868 0.00000
2009  7  7  5 15 0.00000 0.00000
2009  7  7  5 30 0.00000 0.00000
2009  7  7  5 45 0.00000 0.00000
2009  7  7  6  0 0.00000 0.00000
2009  7  7  6 15 0.00000 0.00000
2009  7  7  6 30 0.00000 0.00000
2009  7  7  6 45 0.00000 0.00000
2009  7  7  7  0 0.00000 0.00000
2009  7  7  7 15 0.00000 0.00000
2009  7  7  7 30 0.00000 0.00000
2009  7  7  7 45 0.00000 0.00000
2009  7  7  8  0 0.00000 0.00000
2009  7  7  8 15 0.00000 0.00000
2009  7  7  8 30 0.00000 0.00000
2009  7  7  8 45 0.00000 0.00000
2009  7  7  9  0 0.00000 0.00000
2009  7  7  9 15 0.00000 0.00000
2009  7  7  9 30 0.00000 0.00000
2009  7  7  9 45 0.00000 0.00000
2009  7  7 10  0 0.00000 0.00000
2009  7  7 10 15 0.00000 0.00000
2009  7  7 10 30 0.00000 0.00000
2009  7  7 10 45 0.00000 0.00000
2009  7  7 11  0 0.00000 0.00000
2009  7  7 11 15 0.00000 0.00000
2009  7  7 11 30 0.00000 0.00000
2009  7  7 11 45 0.00000 0.00000
2009  7  7 12  0 0.05660 0.00008
2009  7  7 12 15 0.05660 0.00016
2009  7  7 12 30 0.00000 0.00023
2009  7  7 12 45 0.00000 0.00031
2009  7  7 13  0 0.00000 0.00057
2009  7  7 13 15 0.00000 0.00084
2009  7  7 13 30 0.09434 0.00111
2009  7  7 13 45 0.00000 0.00137
2009  7  7 14  0 0.00000 0.00183
2009  7  7 14 15 0.15094 0.00229
2009  7  7 14 30 0.00000 0.00276
2009  7  7 14 45 0.09434 0.00322
2009  7  7 15  0 0.05660 0.00360
2009  7  7 15 15 0.09434 0.00398
2009  7  7 15 30 0.00000 0.00436
2009  7  7 15 45 0.00000 0.00474
2009  7  7 16  0 0.00000 0.00716
2009  7  7 16 15 0.00000 0.00958
2009  7  7 16 30 0.00000 0.01199
2009  7  7 16 45 0.00000 0.01441
2009  7  7 17  0 0.00000 0.02818
2009  7  7 17 15 0.00000 0.04195
2009  7  7 17 30 0.00000 0.05571
2009  7  7 17 45 0.00000 0.06948
2009  7  7 18  0 0.00000 0.07190
2009  7  7 18 15 0.00000 0.07431
2009  7  7 18 30 0.00000 0.07672
2009  7  7 18 45 0.00000 0.07914
2009  7  7 19  0 0.05660 0.07283
2009  7  7 19 15 0.00000 0.06652
2009  7  7 19 30 0.47170 0.06021
2009  7  7 19 45 0.00000 0.05391
2009  7  7 20  0 0.00000 0.05081
2009  7  7 20 15 0.00000 0.04772
2009  7  7 20 30 0.00000 0.04463
2009  7  7 20 45 0.00000 0.04153
2009  7  7 21  0 0.00000 0.03498
2009  7  7 21 15 0.00000 0.02843
2009  7  7 21 30 0.05660 0.02189
2009  7  7 21 45 0.00000 0.01534
2009  7  7 22  0 0.05660 0.01372
2009  7  7 22 15 0.00000 0.01209
2009  7  7 22 30 0.00000 0.01047
2009  7  7 22 45 0.00000 0.00885
2009  7  7 23  0 0.00000 0.00905
2009  7  7 23 15 0.00000 0.00926
2009  7  7 23 30 0.00000 0.00946
2009  7  7 23 45 0.00000 0.00966
2009  7  8  0  0 0.00000 0.00761
2009  7  8  0 15 0.00000 0.00557
2009  7  8  0 30 0.00000 0.00352
2009  7  8  0 45 0.00000 0.00147
2009  7  8  1  0 0.00000 0.00111
2009  7  8  1 15 0.00000 0.00074
2009  7  8  1 30 0.00000 0.00037
2009  7  8  1 45 0.00000 0.00000
2009  7  8  2  0 0.00000 0.00000
2009  7  8  2 15 0.00000 0.00000
2009  7  8  2 30 0.00000 0.00000
2009  7  8  2 45 0.00000 0.00000
2009  7  8  3  0 0.00000 0.00000
2009  7  8  3 15 0.00000 0.00000
2009  7  8  3 30 0.00000 0.00000
2009  7  8  3 45 0.00000 0.00000
2009  7  8  4  0 0.00000 0.00000
2009  7  8  4 15 0.00000 0.00000
2009  7  8  4 30 0.00000 0.00000
2009  7  8  4 45 0.00000 0.00000
2009  7  8  5  0 0.00000 0.00000
2009  7  8  5 15 0.00000 0.00000
2009  7  8  5 30 0.00000 0.00000
2009  7  8  5 45 0.00000 0.00000
2009  7  8  6  0 0.00000 0.00000
2009  7  8  6 15 0.00000 0.00000
2009  7  8  6 30 0.00000 0.00000
2009  7  8  6 45 0.00000 0.00000
2009  7  8  7  0 0.00000 0.00000
2009  7  8  7 15 0.00000 0.00000
2009  7  8  7 30 0.00000 0.00000
2009  7  8  7 45 0.00000 0.00000
2009  7  8  8  0 0.05660 0.00000
2009  7  8  8 15 0.00000 0.00000
2009  7  8  8 30 0.15094 0.00000
2009  7  8  8 45 0.00000 0.00000
2009  7  8  9  0 0.00000 0.00000
2009  7  8  9 15 0.00000 0.00000
2009  7  8  9 30 0.18868 0.00000
2009  7  8  9 45 0.05660 0.00000
2009  7  8 10  0 0.00000 0.00000
2009  7  8 10 15 0.56604 0.00000
2009  7  8 10 30 1.24528 0.00000
2009  7  8 10 45 0.67925 0.00000
2009  7  8 11  0 0.00000 0.00001
2009  7  8 11 15 0.00000 0.00003
2009  7  8 11 30 0.00000 0.00004
2009  7  8 11 45 0.00000 0.00006
2009  7  8 12  0 0.00000 0.00140
2009  7  8 12 15 0.00000 0.00274
2009  7  8 12 30 0.00000 0.00409
2009  7  8 12 45 0.00000 0.00543
2009  7  8 13  0 0.24528 0.00568
2009  7  8 13 15 0.28302 0.00592
2009  7  8 13 30 0.15094 0.00616
2009  7  8 13 45 0.00000 0.00640
2009  7  8 14  0 0.00000 0.01386
2009  7  8 14 15 0.00000 0.02132
2009  7  8 14 30 0.00000 0.02878
2009  7  8 14 45 0.00000 0.03624
2009  7  8 15  0 0.00000 0.03865
2009  7  8 15 15 0.00000 0.04105
2009  7  8 15 30 0.00000 0.04346
2009  7  8 15 45 0.00000 0.04586
2009  7  8 16  0 0.00000 0.05600
2009  7  8 16 15 0.00000 0.06614
2009  7  8 16 30 0.00000 0.07627
2009  7  8 16 45 0.00000 0.08641
2009  7  8 17  0 0.00000 0.08120
2009  7  8 17 15 0.00000 0.07599
2009  7  8 17 30 0.00000 0.07077
2009  7  8 17 45 0.00000 0.06556
2009  7  8 18  0 0.00000 0.05972
2009  7  8 18 15 0.00000 0.05388
2009  7  8 18 30 0.00000 0.04804
2009  7  8 18 45 0.00000 0.04220
2009  7  8 19  0 0.00000 0.04742
2009  7  8 19 15 0.00000 0.05264
2009  7  8 19 30 0.00000 0.05786
2009  7  8 19 45 0.00000 0.06308
2009  7  8 20  0 0.00000 0.06751
2009  7  8 20 15 0.00000 0.07194
2009  7  8 20 30 0.00000 0.07637
2009  7  8 20 45 0.00000 0.08080
2009  7  8 21  0 0.00000 0.07972
2009  7  8 21 15 0.00000 0.07863
2009  7  8 21 30 0.00000 0.07755
2009  7  8 21 45 0.00000 0.07647
2009  7  8 22  0 0.00000 0.06537
2009  7  8 22 15 0.00000 0.05427
2009  7  8 22 30 0.00000 0.04317
2009  7  8 22 45 0.05660 0.03207
2009  7  8 23  0 0.05660 0.02509
2009  7  8 23 15 0.00000 0.01810
2009  7  8 23 30 0.00000 0.01111
2009  7  8 23 45 0.00000 0.00413
2009  7  9  0  0 0.00000 0.00316
2009  7  9  0 15 0.00000 0.00219
2009  7  9  0 30 0.00000 0.00123
2009  7  9  0 45 0.00000 0.00026
2009  7  9  1  0 0.00000 0.00020
2009  7  9  1 15 0.00000 0.00013
2009  7  9  1 30 0.00000 0.00007
2009  7  9  1 45 0.00000 0.00000
2009  7  9  2  0 0.00000 0.00000
2009  7  9  2 15 0.00000 0.00000
